Alpha-Zr_[-1-1-1],99.32798394420757,115.14650273792478,65.50868827303046,9972.5
Alpha-Zr_[-1-1-1],100.26475500684296,114.30218666993014,63.25470685096788,10452.0
Alpha-Zr_[-1-1-1],100.94026045526158,115.46856368605805,61.48445318953567,10192.0
Alpha-Zr_[-1-1-1],99.37998402834378,114.58621208504974,67.46598339692294,10492.0
Alpha-Zr_[-1-1-1],103.31121423272654,114.47707194019246,62.06426195590994,10580.5
Alpha-Zr_[-1-1-1],104.62313319720452,114.73603846382404,63.13579343021874,10761.0
Alpha-Zr_[-1-1-1],103.24727599312246,110.02272342365472,60.425164295218096,10462.0
Alpha-Zr_[-1-1-1],82.58995577988674,109.24396446842843,68.01521946233913,8832.5
Alpha-Zr_[-1-1-1],102.2349236520009,115.63776741499453,63.558156856302375,10622.0
Alpha-Zr_[-1-1-1],104.5609869884557,116.4306671652837,63.301575972695744,10875.0
Alpha-Zr_[-1-1-1],98.83957555121407,114.66727313965288,65.52417480226248,10207.5
Alpha-Zr_[-1-1-1],100.29275202484416,111.72730331843576,64.68971672443732,9834.0
Alpha-Zr_[-1-1-1],100.2845950283492,112.81121184515436,63.47654458615246,10233.5
Alpha-Zr_[-1-1-1],100.15229651437454,110.8975982879524,58.12702615827848,10040.0
Alpha-Zr_[-1-1-1],99.62474937689667,111.6288493177279,62.031963744359054,10021.5
Alpha-Zr_[-1-1-1],100.46392387319938,114.65169024266123,59.510448645073694,10269.5
Alpha-Zr_[-1-1-1],100.20262380734889,115.17660973744646,64.53581593874185,10290.0
Alpha-Zr_[-1-1-1],101.65872974300692,114.80682338122338,63.90479347352628,10755.0
Alpha-Zr_[-1-1-1],103.0867167758704,111.00874218746631,65.01126594757707,10515.5
Alpha-Zr_[-1-1-1],103.39245620450265,113.60779152747892,58.96827587344924,10530.0
Alpha-Zr_[-1-1-1],102.25947388873072,114.0175425099138,63.58748589559964,10230.0
Alpha-Zr_[-1-1-1],101.73087843311896,113.0426853489441,67.03913401050173,10366.5
Alpha-Zr_[-1-1-1],101.87246929372037,115.37764081484765,59.91722763845559,10403.0
Alpha-Zr_[-1-1-1],98.10624481510098,114.00438588054409,60.826808096519564,9917.5
Alpha-Zr_[-1-1-1],56.14831540132305,95.33373334807207,57.89780391906993,5139.0
Delta-PuZr_[011],108.95410911951457,111.94641575325224,67.70534496864884,11345.5
Delta-PuZr_[011],107.895728091879,112.49203208600215,69.49637368392374,11265.0
Delta-PuZr_[011],102.08153219675668,105.67759079361295,70.39009330281978,10020.0
Delta-PuZr_[011],106.51176952037602,111.88245138778538,72.73371752311874,11325.0
Delta-PuZr_[011],108.13267052571618,112.0446339634344,56.61709230127971,11337.0
Delta-PuZr_[011],108.2266141020775,109.38464243210744,67.90422828756755,11130.0
Delta-PuZr_[011],97.84685968976098,106.39803603167874,71.14218233193608,7784.0
Delta-PuZr_[011],104.19688473915465,107.1291692122408,70.3722746753649,10556.5
Delta-PuZr_[011],106.3094805054752,109.42950027080167,68.81676006439233,11131.0
Delta-PuZr_[011],105.95661017008631,108.38118010759999,56.5952535116821,10762.0
Delta-PuZr_[011],106.0612426801023,109.61890009982596,64.44651175850099,11103.0
Delta-PuZr_[011],106.73552522322274,108.76116745508929,71.41054460127924,10965.0
Delta-PuZr_[011],104.1393297462587,107.6345290443933,71.1235600519691,10599.0
Delta-PuZr_[011],104.54414045441249,107.1377432589519,70.94104326628832,10854.0
Delta-PuZr_[011],103.1729703086668,108.08789509859628,68.55061725555274,10301.0
Delta-PuZr_[011],106.8903469912043,109.19933283775492,69.25373988474422,10978.5
Delta-PuZr_[011],106.6770828247567,110.07698235307038,70.31357736062117,11087.0
Delta-PuZr_[011],106.08015166918247,109.18429710599159,63.403481078926674,10803.5
Delta-PuZr_[011],104.93575666722057,109.30919255170917,64.87667489629737,10637.5
Delta-PuZr_[011],109.89540481748998,112.60550608207397,67.28933530243347,11541.0
Delta-PuZr_[011],103.28001538940681,107.01904137955513,57.87222744216053,10260.0
Delta-PuZr_[011],101.36508657918387,106.83411039923368,69.88792418608273,10354.5
Delta-PuZr_[011],105.30968725312349,111.00429385462749,69.32925981904599,10758.5
Delta-PuZr_[011],105.47325933930549,107.68168150100348,67.20223184167799,10533.0
Delta-PuZr_[011],105.05926320731703,109.61295505901984,57.229580501156704,10779.5
Delta-PuZr_[011],105.0380571576793,108.2450922675019,65.56083120033634,10548.0
Delta-PuZr_[011],107.01385457732415,109.11003620199197,56.50206791949441,10834.0
Delta-PuZr_[0-1-3],127.01181047445942,209.09207307708508,64.26923859498355,25261.5
Delta-PuZr_[0-1-3],125.3497145279687,201.89449156340817,73.36373449832556,23870.5
Delta-PuZr_[0-1-3],126.3266825431385,208.15293387490317,54.65777886855221,24985.5
Delta-PuZr_[0-1-3],126.24183141890805,206.00970850908945,54.22718091726277,24468.0
Delta-PuZr_[0-1-3],127.91403363196706,208.1493977385692,73.71474292478854,24467.0
Delta-PuZr_[0-1-3],127.47548783981962,208.73902819164175,71.9394530375233,25315.0
Delta-PuZr_[0-1-3],126.9368269896045,205.9732992404598,62.53038670027833,24820.0
Delta-PuZr_[0-1-3],125.0320679960313,206.10834439369563,73.2932679819211,24647.5
Delta-PuZr_[0-1-3],122.7735539562284,187.68177054485673,62.5084379875793,21627.5
Delta-PuZr_[0-1-3],119.22024457827382,206.54416523522963,56.942841888410925,23733.0
Delta-PuZr_[0-1-3],105.79186576851781,127.251719045363,53.539829864385545,12742.0
Delta-PuZr_[0-1-3],122.86682541214631,209.1721778822413,55.15000605612137,24983.5
Delta-PuZr_[0-1-3],125.28959724588393,204.96962017034156,66.71395195092973,24055.0
Delta-PuZr_[0-1-3],124.63145670335399,211.56795598577776,72.14085979101961,24549.5
Delta-PuZr_[0-1-3],123.57569446419885,207.16901262086148,69.61884820048996,24147.5
Delta-PuZr_[0-1-3],128.4157927463857,202.63512470786628,65.14981161546898,25291.0
Delta-PuZr_[0-1-3],125.96929567189449,202.04080877671822,72.14994792274834,24585.0
Delta-PuZr_[0-1-3],122.88472933473787,197.56770991232347,71.89944381809514,21645.0
Delta-PuZr_[0-1-3],126.21020799251755,206.15152867295387,74.60522346918745,25186.5
Delta-PuZr_[0-1-3],119.88327656516567,173.1233745059127,70.84604676763792,18623.5
Delta-PuZr_[0-1-3],123.17873193047572,207.94543833318485,70.58225309949948,24560.0
Delta-PuZr_[0-1-3],120.41594578792295,202.38824076511955,73.00915348848687,23344.5
Delta-PuZr_[0-1-3],108.07128424815093,126.10226442734461,65.9260330496915,12518.0
Delta-PuZr_[0-1-3],129.18731896860618,205.74863223800156,70.23130604598995,24856.0
Delta-PuZr_[0-1-3],122.78012274190053,204.9852701148339,73.34454817088489,24041.5
Delta-PuZr_[0-1-3],125.62966132551466,204.02205763103166,73.99959349535274,24795.0
Delta-PuZr_[0-1-3],125.23152183076951,210.00341251050605,72.033441673112,25027.0
Alpha-Zr_[-1-3-1],114.09211302519924,147.1030702199626,93.31999385424825,16829.0
Alpha-Zr_[-1-3-1],116.02012413614727,150.71164520368026,89.38664150105174,17597.5
Alpha-Zr_[-1-3-1],115.59733223827081,152.7626762818921,91.83498824349353,17718.0
Alpha-Zr_[-1-3-1],115.22012912956401,161.4465855941215,93.78158096312035,17202.5
Alpha-Zr_[-1-3-1],118.40608092492548,151.1926411940975,88.61836750449345,17826.0
Alpha-Zr_[-1-3-1],78.66849015473639,116.00312849056354,72.46096550206997,5768.0
Alpha-Zr_[-1-3-1],114.0646949993066,148.1181885067943,89.90401855375818,16871.0
Alpha-Zr_[-1-3-1],113.90140932040099,153.7737023646644,92.66063462214619,17307.5
Alpha-Zr_[-1-3-1],114.93632324829107,151.80415010515944,84.06247187939613,16586.5
Alpha-Zr_[-1-3-1],114.77536318824181,152.08391586525852,89.55734098311336,17440.5
Alpha-Zr_[-1-3-1],115.26057435220423,151.53543527493696,87.60489898451146,17435.0
Alpha-Zr_[-1-3-1],111.42888091803192,145.52994736154974,68.30303605532505,15728.5
